dataset: Skin_NonSkin.csv
time_cons: 255.9802701473236 s
mem_cons: 93317.5673828125 KB
precision: {'1.0': 0.83359375, '2.0': 0.8121386072236655}
recall: {'1.0': 0.10633844927247359, '2.0': 0.9945353789317051}
f1: {'1.0': 0.1886158741382358, '2.0': 0.8941298581478492}
result: 
{'label': ['0.0', '3.0', '182.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '79.0', '30.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['30.0', '13.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['31.0', '32.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '160.0', '229.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['52.0', '103.0', '166.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['18.0', '16.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['204.0', '202.0', '168.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '140.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '112.0', '177.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['17.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '157.0', '107.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['72.0', '72.0', '32.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '132.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '152.0', '179.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '75.0', '37.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['153.0', '177.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['104.0', '132.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '198.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['39.0', '37.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '133.0', '79.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '183.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['66.0', '44.0', '233.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '193.0', '108.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '81.0', '32.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '58.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['146.0', '163.0', '226.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['119.0', '120.0', '58.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['39.0', '103.0', '74.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['63.0', '124.0', '190.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['38.0', '109.0', '253.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '79.0', '30.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '97.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '183.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['223.0', '206.0', '197.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '178.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['157.0', '156.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['80.0', '180.0', '235.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['110.0', '111.0', '55.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['112.0', '150.0', '214.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['115.0', '118.0', '63.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '172.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['89.0', '87.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['126.0', '126.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['87.0', '94.0', '144.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['7.0', '7.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '114.0', '176.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['124.0', '125.0', '75.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '104.0', '49.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['79.0', '82.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['75.0', '176.0', '231.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '197.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['40.0', '41.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '172.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['173.0', '174.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '186.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['127.0', '158.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['183.0', '182.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['108.0', '146.0', '204.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['136.0', '178.0', '237.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['130.0', '92.0', '14.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '179.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '164.0', '230.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['61.0', '62.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['122.0', '153.0', '208.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '169.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['4.0', '1.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['110.0', '166.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['58.0', '59.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['25.0', '68.0', '41.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['34.0', '36.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '201.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '111.0', '71.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['55.0', '95.0', '148.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['171.0', '170.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '120.0', '60.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '73.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['193.0', '192.0', '154.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '146.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['140.0', '140.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['84.0', '181.0', '237.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '169.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['214.0', '216.0', '224.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '198.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '128.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['11.0', '10.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['196.0', '196.0', '156.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '152.0', '110.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '142.0', '90.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '197.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '183.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['187.0', '187.0', '193.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['88.0', '132.0', '203.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['36.0', '35.0', '9.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['14.0', '8.0', '187.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '162.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['60.0', '64.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '100.0', '49.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['93.0', '138.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '177.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['48.0', '50.0', '14.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '80.0', '124.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '178.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '56.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['147.0', '186.0', '248.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['177.0', '174.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '93.0', '175.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '179.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '107.0', '159.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['86.0', '89.0', '34.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '255.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '164.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '55.0', '41.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '182.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['105.0', '152.0', '226.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['50.0', '105.0', '150.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['88.0', '85.0', '54.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['142.0', '184.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '170.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '165.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '178.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['218.0', '186.0', '227.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '190.0', '254.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['23.0', '37.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '178.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['107.0', '148.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['124.0', '81.0', '54.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['137.0', '140.0', '91.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '140.0', '101.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '172.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['20.0', '15.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '157.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['145.0', '146.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '164.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['71.0', '72.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['97.0', '130.0', '193.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['195.0', '194.0', '156.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['192.0', '193.0', '151.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['108.0', '120.0', '238.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['79.0', '95.0', '132.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['59.0', '41.0', '200.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['85.0', '186.0', '241.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['187.0', '185.0', '144.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['118.0', '117.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['2.0', '3.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '196.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['250.0', '215.0', '211.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['200.0', '229.0', '203.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['243.0', '234.0', '237.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '123.0', '177.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['43.0', '39.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '142.0', '100.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '182.0', '236.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['175.0', '173.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['235.0', '241.0', '248.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['92.0', '136.0', '200.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['34.0', '31.0', '10.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '136.0', '202.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['82.0', '90.0', '130.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['99.0', '130.0', '191.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '161.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['40.0', '94.0', '154.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['53.0', '109.0', '168.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['165.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '175.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '178.0', '137.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['27.0', '58.0', '29.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '161.0', '228.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['91.0', '90.0', '39.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['133.0', '134.0', '84.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '2.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '114.0', '64.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['13.0', '8.0', '9.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['153.0', '156.0', '107.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '70.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '133.0', '79.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '163.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['111.0', '112.0', '62.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '3.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '54.0', '13.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['95.0', '89.0', '154.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '21.0', '234.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '75.0', '54.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['97.0', '149.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['197.0', '195.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '133.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['158.0', '162.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '83.0', '123.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '10.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['74.0', '82.0', '122.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['5.0', '6.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '154.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '192.0', '237.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['46.0', '101.0', '152.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['125.0', '124.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '173.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['4.0', '2.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '188.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '83.0', '131.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['110.0', '148.0', '206.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['147.0', '149.0', '97.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['120.0', '160.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['111.0', '112.0', '62.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['16.0', '14.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['161.0', '190.0', '251.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['131.0', '131.0', '83.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '60.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['153.0', '154.0', '104.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['88.0', '87.0', '31.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['142.0', '145.0', '106.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['226.0', '156.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['94.0', '147.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['154.0', '176.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['71.0', '80.0', '124.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['20.0', '18.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '137.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '193.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['32.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['12.0', '114.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['90.0', '68.0', '247.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '184.0', '144.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['19.0', '19.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['107.0', '144.0', '212.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['146.0', '186.0', '251.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['157.0', '159.0', '107.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['70.0', '71.0', '29.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '90.0', '128.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['164.0', '163.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['166.0', '164.0', '116.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['43.0', '43.0', '13.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '170.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['35.0', '34.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '136.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['64.0', '65.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['49.0', '112.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '171.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['144.0', '162.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['91.0', '89.0', '41.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['83.0', '28.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '0.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['8.0', '7.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['185.0', '186.0', '146.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '148.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['0.0', '2.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['206.0', '217.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['204.0', '104.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '21.0', '150.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['70.0', '85.0', '124.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['161.0', '164.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '195.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '107.0', '171.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['0.0', '0.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '120.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['192.0', '191.0', '153.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '55.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['173.0', '172.0', '122.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '182.0', '236.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['148.0', '182.0', '241.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['89.0', '87.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '179.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['178.0', '172.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '163.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['84.0', '53.0', '204.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['38.0', '125.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['109.0', '59.0', '77.0'], 'gt': '2.0', 'pred': '1.0'}
{'label': ['180.0', '177.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '198.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '142.0', '93.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['205.0', '203.0', '169.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['107.0', '117.0', '225.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '185.0', '244.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['196.0', '195.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['146.0', '170.0', '230.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['164.0', '164.0', '116.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '60.0', '16.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['115.0', '158.0', '207.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['139.0', '140.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '178.0', '136.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['104.0', '105.0', '49.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '176.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['17.0', '13.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['73.0', '150.0', '76.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '158.0', '124.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '53.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '184.0', '140.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '131.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['200.0', '198.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '163.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '89.0', '129.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['56.0', '57.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '177.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '84.0', '35.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '255.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['112.0', '109.0', '58.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '70.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '104.0', '166.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['68.0', '65.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['157.0', '172.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['195.0', '194.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
